Date : 2025-04-21 14:23:36
Directory : d:\Project\STM\Car_F4\Car_F427\EIDE
Total : 1268 files,  670076 codes, 310411 comments, 114551 blanks, all 1095038 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\RTE\Compiler\EventRecorderConf.h                        | C++                |          3 |         24 |          8 |         35 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\RTE\Device\STM32F469NIHx\RTE_Device.h                   | C++                |      1,754 |        720 |        220 |      2,694 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\RTE\Device\STM32F469NIHx\startup_stm32f469xx.s          | ARM                |        435 |          0 |         35 |        470 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\RTE\Device\STM32F469NIHx\stm32f4xx_hal_conf.h           | C++                |        406 |        119 |         91 |        616 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\RTE\Device\STM32F469NIHx\system_stm32f4xx.c             | C                  |        340 |        335 |         87 |        762 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\RTE\USB\USBH_Config_0.c                                 | C                  |         35 |         76 |         32 |        143 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\RTE\USB\USBH_Config_HID.h                               | C++                |          3 |         17 |          6 |         26 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\RTE\USB\USB_Debug.c                                     | C                  |         24 |         42 |         24 |         90 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\main.c                                                  | C                  |         89 |        132 |         30 |        251 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\main.h                                                  | C++                |         13 |         41 |          9 |         63 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\Keyboard\stdout_display.c                                        | C                  |         48 |         46 |         14 |        108 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\MassStorage.c                                        | C                  |         50 |         11 |         12 |         73 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\CMSIS\RTX_Config.c                               | C                  |         24 |         35 |          6 |         65 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\CMSIS\RTX_Config.h                               | C++                |        194 |        291 |         98 |        583 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\Compiler\EventRecorderConf.h                     | C++                |          3 |         24 |          8 |         35 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\Device\STM32F469NIHx\RTE_Device.h                | C++                |      1,754 |        720 |        220 |      2,694 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\Device\STM32F469NIHx\startup_stm32f469xx.s       | ARM                |        435 |          0 |         35 |        470 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\Device\STM32F469NIHx\stm32f4xx_hal_conf.h        | C++                |        406 |        119 |         91 |        616 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\Device\STM32F469NIHx\system_stm32f4xx.c          | C                  |        340 |        335 |         87 |        762 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\File_System\FS_Config.c                          | C                  |         35 |         28 |         16 |         79 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\File_System\FS_Config_USB_0.h                    | C++                |          4 |         22 |          7 |         33 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\File_System\FS_Debug.c                           | C                  |         10 |         28 |         13 |         51 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\USB\USBH_Config_0.c                              | C                  |         35 |         76 |         32 |        143 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\USB\USBH_Config_MSC.h                            | C++                |          1 |         12 |          4 |         17 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\RTE\USB\USB_Debug.c                                  | C                  |         24 |         42 |         24 |         90 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\USBH_MSC.c                                           | C                  |         61 |         80 |         24 |        165 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\USBH_MSC.h                                           | C++                |         15 |         31 |         13 |         59 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\main.c                                               | C                  |         82 |        131 |         29 |        242 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\Middleware\USB\Host\MassStorage\main.h                                               | C++                |         13 |         41 |          8 |         62 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\CMSIS\RTX_Config.c                                                 | C                  |         24 |         35 |          6 |         65 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\CMSIS\RTX_Config.h                                                 | C++                |        194 |        291 |         98 |        583 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\Compiler\EventRecorderConf.h                                       | C++                |          3 |         24 |          8 |         35 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\Device\STM32F469NIHx\RTE_Device.h                                  | C++                |      1,754 |        720 |        220 |      2,694 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\Device\STM32F469NIHx\startup_stm32f469xx.s                         | ARM                |        435 |          0 |         35 |        470 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\Device\STM32F469NIHx\stm32f4xx_hal_conf.h                          | C++                |        406 |        119 |         91 |        616 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\Device\STM32F469NIHx\system_stm32f4xx.c                            | C                  |        340 |        338 |         87 |        765 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\Graphics\GUIConf.c                                                 | C                  |         18 |         75 |          6 |         99 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\RTE\Graphics_Display\STM32F469NIHx\LCDConf.c                           | C                  |      1,315 |        909 |        169 |      2,393 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\example.c                                                              | C                  |         50 |         46 |         12 |        108 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\main.c                                                                 | C                  |         91 |        130 |         32 |        253 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\Example\main.h                                                                 | C++                |         13 |         41 |          8 |         62 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\GUIDemo.c                                                              | C                  |         15 |         47 |          9 |         71 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\CMSIS\RTX_Config.c                                                 | C                  |         24 |         35 |          6 |         65 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\CMSIS\RTX_Config.h                                                 | C++                |        194 |        291 |         98 |        583 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\Compiler\EventRecorderConf.h                                       | C++                |          3 |         24 |          8 |         35 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\Device\STM32F469NIHx\RTE_Device.h                                  | C++                |      1,754 |        720 |        220 |      2,694 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\Device\STM32F469NIHx\startup_stm32f469xx.s                         | ARM                |        435 |          0 |         35 |        470 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\Device\STM32F469NIHx\stm32f4xx_hal_conf.h                          | C++                |        406 |        119 |         91 |        616 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\Device\STM32F469NIHx\system_stm32f4xx.c                            | C                  |        340 |        338 |         87 |        765 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\Graphics\GUIConf.c                                                 | C                  |         18 |         75 |          6 |         99 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\RTE\Graphics_Display\STM32F469NIHx\LCDConf.c                           | C                  |      1,315 |        909 |        169 |      2,393 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\main.c                                                                 | C                  |         84 |        131 |         30 |        245 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\32F469IDISCOVERY\emWin\GUIDemo\main.h                                                                 | C++                |         13 |         41 |          8 |         62 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\Blinky.c                                                                     | C                  |         45 |         41 |         13 |         99 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\Debug_RAM.ini                                                                | Ini                |         40 |          1 |          3 |         44 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\RTE\CMSIS\RTX_Config.c                                                       | C                  |         24 |         35 |          6 |         65 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\RTE\CMSIS\RTX_Config.h                                                       | C++                |        194 |        291 |         98 |        583 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\RTE\Compiler\EventRecorderConf.h                                             | C++                |          3 |         24 |          8 |         35 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\RTE\Device\STM32F407VGTx\RTE_Device.h                                        | C++                |      1,754 |        720 |        220 |      2,694 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\RTE\Device\STM32F407VGTx\startup_stm32f407xx.s                               | ARM                |        402 |          0 |         37 |        439 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\RTE\Device\STM32F407VGTx\stm32f4xx_hal_conf.h                                | C++                |        406 |        119 |         91 |        616 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\RTE\Device\STM32F407VGTx\system_stm32f4xx.c                                  | C                  |        340 |        338 |         87 |        765 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\STM32F40xxx_41xxx_OPT.s                                                      | ARM                |         88 |          0 |         10 |         98 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\main.c                                                                       | C                  |         77 |        131 |         29 |        237 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Blinky\main.h                                                                       | C++                |         11 |         41 |          7 |         59 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Common\Buttons_F4Discovery.c                                                        | C                  |         29 |         60 |         15 |        104 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F4-Discovery\Common\LED_F4Discovery.c                                                            | C                  |         59 |         80 |         24 |        163 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\Blinky.c                                                                  | C                  |         45 |         41 |         13 |         99 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\Debug_RAM.ini                                                             | Ini                |         40 |          1 |          3 |         44 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\RTE\CMSIS\RTX_Config.c                                                    | C                  |         24 |         35 |          6 |         65 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\RTE\CMSIS\RTX_Config.h                                                    | C++                |        194 |        291 |         98 |        583 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\RTE\Compiler\EventRecorderConf.h                                          | C++                |          3 |         24 |          8 |         35 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\RTE\Device\STM32F401VCTx\RTE_Device.h                                     | C++                |      1,754 |        720 |        220 |      2,694 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\RTE\Device\STM32F401VCTx\startup_stm32f401xc.s                            | ARM                |        355 |          0 |         36 |        391 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\RTE\Device\STM32F401VCTx\stm32f4xx_hal_conf.h                             | C++                |        406 |        119 |         91 |        616 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\RTE\Device\STM32F401VCTx\system_stm32f4xx.c                               | C                  |        340 |        338 |         87 |        765 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\STM32F401xx_OPT.s                                                         | ARM                |         85 |          0 |         10 |         95 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\main.c                                                                    | C                  |         77 |        131 |         29 |        237 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Blinky\main.h                                                                    | C++                |         11 |         41 |          7 |         59 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Common\Buttons_F401Discovery.c                                                   | C                  |         29 |         60 |         15 |        104 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F401C-Discovery\Common\LED_F401Discovery.c                                                       | C                  |         59 |         80 |         24 |        163 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\Blinky.c                                                                  | C                  |         45 |         41 |         13 |         99 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\Debug_RAM.ini                                                             | Ini                |         40 |          1 |          3 |         44 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\RTE\CMSIS\RTX_Config.c                                                    | C                  |         24 |         35 |          6 |         65 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\RTE\CMSIS\RTX_Config.h                                                    | C++                |        194 |        291 |         98 |        583 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\RTE\Compiler\EventRecorderConf.h                                          | C++                |          3 |         24 |          8 |         35 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\RTE\Device\STM32F429ZITx\RTE_Device.h                                     | C++                |      1,754 |        720 |        220 |      2,694 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\RTE\Device\STM32F429ZITx\startup_stm32f429xx.s                            | ARM                |        429 |          0 |         35 |        464 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\RTE\Device\STM32F429ZITx\stm32f4xx_hal_conf.h                             | C++                |        406 |        119 |         91 |        616 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\RTE\Device\STM32F429ZITx\system_stm32f4xx.c                               | C                  |        414 |        381 |        105 |        900 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\STM32F42xxx_43xxx_OPT.s                                                   | ARM                |        115 |          0 |         10 |        125 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\main.c                                                                    | C                  |         77 |        131 |         29 |        237 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Blinky\main.h                                                                    | C++                |         11 |         41 |          7 |         59 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Common\Buttons_F429Discovery.c                                                   | C                  |         29 |         60 |         15 |        104 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Common\LCDConf.c                                                                 | C                  |      1,384 |        912 |        164 |      2,460 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Common\LCD_X.c                                                                   | C                  |        106 |        176 |         37 |        319 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Common\LED_F429Discovery.c                                                       | C                  |         57 |         80 |         24 |        161 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Common\STMPE811.h                                                                | C++                |         54 |         34 |          4 |         92 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Common\Touch_STMPE811.c                                                          | C                  |         90 |         78 |         28 |        196 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Middleware\USB\Device\HID\HID.c                                                  | C                  |         27 |         11 |          9 |         47 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Middleware\USB\Device\HID\RTE\CMSIS\RTX_Config.c                                 | C                  |         24 |         35 |          6 |         65 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Middleware\USB\Device\HID\RTE\CMSIS\RTX_Config.h                                 | C++                |        194 |        291 |         98 |        583 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Middleware\USB\Device\HID\RTE\Compiler\EventRecorderConf.h                       | C++                |          3 |         24 |          8 |         35 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Middleware\USB\Device\HID\RTE\Device\STM32F429ZITx\RTE_Device.h                  | C++                |      1,754 |        720 |        220 |      2,694 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Middleware\USB\Device\HID\RTE\Device\STM32F429ZITx\startup_stm32f429xx.s         | ARM                |        429 |          0 |         35 |        464 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Middleware\USB\Device\HID\RTE\Device\STM32F429ZITx\stm32f4xx_hal_conf.h          | C++                |        406 |        119 |         91 |        616 |
| d:\Project\STM\Car_F4\Car_F427\EIDE\.pack\Keil\STM32F4xx_DFP.2.14.0\MDK\Boards\ST\STM32F429I-Discovery\Middleware\USB\Device\HID\RTE\Device\STM32F429ZITx\system_stm32f4xx.c            | C                  |        340 |        338 |         87 |        765 |
